rule,human_count,machine_count,human_docs,machine_docs,total_count
"VERB(NOUN/obl, NOUN/nsubj, AUX/aux, *, NOUN/obj, VERB/xcomp, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, AUX/aux, *, VERB/xcomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, VERB/advcl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj:pass, AUX/aux:pass, ADV/advmod, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/obl, PROPN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PRON/nsubj, *)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, NOUN/obj, NOUN/obl)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PRON/nsubj, PRON/expl, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, PROPN/nsubj, *, NOUN/obj, VERB/conj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, *, PROPN/obj, ADJ/xcomp, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, *, VERB/advcl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, VERB/advcl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, NOUN/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, PROPN/obj)",0,1,0,1,1
"VERB(PRON/nsubj, *, VERB/advcl)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PROPN/nsubj, PRON/expl, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, PUNCT/punct, ADV/advmod, NOUN/nsubj, *, ADV/advmod, VERB/xcomp)",1,0,1,0,1
"VERB(NOUN/obl, PUNCT/punct, NOUN/nsubj, *, VERB/xcomp, VERB/conj, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(NOUN/obl, SYM/nsubj, *, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/obl, SYM/nsubj:pass, PRON/nsubj:pass, AUX/aux:pass, *, ADP/case, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/parataxis, NOUN/nsubj, ADV/advmod, *, VERB/xcomp, VERB/conj, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(NOUN/root, PROPN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(NUM/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/expl, *, NOUN/obl, VERB/advcl)",1,0,1,0,1
"VERB(PRON/expl, *, NOUN/xcomp)",0,1,0,1,1
"VERB(PRON/expl, *, VERB/advcl)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/ccomp)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, *, VERB/ccomp, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, *, VERB/conj)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, AUX/aux, *, NOUN/obl, NOUN/obj, VERB/parataxis)",0,1,0,1,1
"VERB(PRON/nsubj, ADV/advmod, AUX/aux, *, VERB/conj, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, PRON/obj, *, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, *, ADV/advmod, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl, NOUN/conj)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obj, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obj, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, NOUN/obj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, NOUN/obl)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(PRON/nsubj, *, NOUN/obl, VERB/conj)",1,0,1,0,1
"VERB(PRON/nsubj, *, NOUN/xcomp, ADJ/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, NOUN/obl)",1,0,1,0,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"CCONJ(ADP/case, *)",1,0,1,0,1
"CCONJ(PUNCT/punct, *, PUNCT/punct)",0,1,0,1,1
"DET(*, NOUN/fixed)",1,0,1,0,1
"DET(*, NOUN/fixed, ADV/fixed)",0,1,0,1,1
"DET(*, NOUN/fixed, SCONJ/fixed)",0,1,0,1,1
"DET(ADV/advmod, *)",0,1,0,1,1
INTJ(*),1,0,1,0,1
"INTJ(*, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, VERB/xcomp, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, *, VERB/xcomp, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj, ADJ/advmod, NOUN/nsubj, ADV/advmod, *, PRON/obl, NOUN/advcl, VERB/parataxis)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, *)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obj, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, ADV/advmod, *, NOUN/obl, ADV/advmod)",0,1,0,1,1
"VERB(PRON/obj, PRON/nsubj, *, VERB/conj)",1,0,1,0,1
"VERB(PRON/obj, PRON/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(PRON/obj, PRON/nsubj, NOUN/obl, ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PRON/nsubj, AUX/aux, *, NOUN/obj, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, PRON/expl, *, ADJ/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, AUX/aux, PRON/expl, *, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, NOUN/advcl, ADV/advmod, PRON/obj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, PRON/expl, *)",0,1,0,1,1
"VERB(PRON/nsubj, PRON/expl, *, VERB/conj, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/nsubj, PRON/obj, *, NOUN/xcomp)",0,1,0,1,1
"VERB(PRON/nsubj:pass, ADV/advmod, AUX/aux:pass, *, ADV/advmod, NOUN/obl)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux, AUX/aux:pass, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux, AUX/aux:pass, *, PRON/obl:agent, NOUN/obl)",0,1,0,1,1
"ADV(NOUN/obl, *, PROPN/obl)",0,1,0,1,1
"ADV(NOUN/obl, *, PUNCT/punct)",0,1,0,1,1
"ADV(PRON/nsubj, *, NOUN/obj)",1,0,1,0,1
"ADV(PUNCT/punct, ADP/case, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADV(PUNCT/punct, ADP/case, *, PUNCT/punct)",1,0,1,0,1
"ADV(PUNCT/punct, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"ADV(PUNCT/punct, AUX/cop, *, NOUN/obl, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"ADV(*, NUM/appos)",1,0,1,0,1
"VERB(PRON/obj, *, NOUN/nsubj)",1,0,1,0,1
"VERB(PRON/obj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, NOUN/nsubj, *, ADJ/obl)",1,0,1,0,1
"VERB(PRON/obj, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PRON/obj, NOUN/nsubj, ADV/advmod, *, VERB/conj, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, NOUN/nsubj, ADV/advmod, *, VERB/xcomp)",0,1,0,1,1
"VERB(PRON/obj, PRON/expl:impers, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obj, PRON/nsubj, *, ADJ/xcomp, PUNCT/parataxis)",1,0,1,0,1
"VERB(PRON/obl, *, NOUN/nsubj)",0,1,0,1,1
"VERB(PRON/obl, *, PRON/obj)",1,0,1,0,1
"VERB(PRON/obl, ADV/advmod, *, NOUN/nsubj)",1,0,1,0,1
"VERB(PRON/obl, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/obl, NOUN/nsubj, *, VERB/xcomp)",1,0,1,0,1
"VERB(PRON/obl, NOUN/nsubj, AUX/aux, *, PUNCT/punct)",1,0,1,0,1
"VERB(PRON/obl, PRON/nsubj, AUX/aux, *, VERB/ccomp)",0,1,0,1,1
"VERB(PROPN/nsubj, *, ADV/advmod, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, ADV/advmod, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/ccomp, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obj, NOUN/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obj, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PRON/nsubj:pass, AUX/aux:pass, *, PROPN/obl, VERB/advcl)",0,1,0,1,1
"VERB(PRON/obj, *, ADV/advmod, NOUN/obl)",1,0,1,0,1
"ADV(NOUN/obl, *)",0,1,0,1,1
"VERB(PROPN/obl, *, NOUN/obj)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj, *, NOUN/obl, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obj, NOUN/obl, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obj, NUM/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, NOUN/obl, NOUN/obl, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obl, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, NOUN/obl, VERB/ccomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, PROPN/obj, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, *, PROPN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, *, PROPN/obj, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, *, ADV/advmod, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"ADV(*, VERB/acl, PUNCT/punct)",0,1,0,1,1
"ADV(*, VERB/conj)",1,0,1,0,1
"ADV(ADP/case, *, ADV/advmod)",0,1,0,1,1
"ADV(ADP/case, *, NUM/appos)",1,0,1,0,1
"ADJ(SCONJ/mark, PROPN/nsubj, AUX/cop, *, VERB/conj)",1,0,1,0,1
"ADJ(SCONJ/mark, VERB/advcl, AUX/cop, *, VERB/csubj)",0,1,0,1,1
"ADJ(VERB/advcl, NOUN/nsubj, AUX/cop, *, VERB/acl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, AUX/aux, *, NOUN/obl, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, AUX/aux, ADV/advmod, *, NOUN/obj, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, NOUN/nsubj, *, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, NOUN/obl, PROPN/nsubj, *, ADV/advmod, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PROPN/nsubj, PRON/obj, *, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj, PUNCT/punct, *, NOUN/obj, PUNCT/punct, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl, NOUN/obl, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(VERB/csubj, VERB/parataxis, NOUN/obl, AUX/cop, *, VERB/csubj, VERB/advcl, VERB/csubj)",1,0,1,0,1
"ADP(*, NOUN/fixed)",1,0,1,0,1
"ADP(*, SCONJ/fixed, SCONJ/fixed)",0,1,0,1,1
"ADV(*, ADV/advmod)",0,1,0,1,1
"ADJ(PROPN/nsubj, ADV/advmod, AUX/cop, *, PUNCT/punct)",1,0,1,0,1
"ADJ(PROPN/root, NOUN/obl, AUX/cop, *, VERB/csubj, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/conj, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, ADJ/ccomp)",0,1,0,1,1
"VERB(PUNCT/punct, *, ADJ/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, ADV/advmod, PROPN/obl:agent)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, NOUN/obl, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, NOUN/xcomp)",0,1,0,1,1
"VERB(PROPN/nsubj, ADV/advmod, AUX/aux, *, ADV/advmod, NOUN/obj, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"ADV(*, PRON/obl)",1,0,1,0,1
"VERB(PUNCT/punct, ADV/advmod, *, ADJ/xcomp, ADV/advmod)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, SYM/obl, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obj, VERB/ccomp:speech, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, *, NOUN/obl, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, *, NOUN/obl, NOUN/obl, PROPN/obl, VERB/conj)",1,0,1,0,1
"VERB(PUNCT/punct, *, NOUN/obl, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, PRON/expl, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, PRON/expl:impers, PROPN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, *, PRON/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, PRON/obj, VERB/xcomp)",0,1,0,1,1
"VERB(PROPN/obl, NOUN/nsubj, *, VERB/xcomp, PUNCT/punct)",1,0,1,0,1
"VERB(PROPN/obl, NOUN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, AUX/cop, ADP/mark, PRON/expl, *, VERB/conj, VERB/conj)",1,0,1,0,1
"VERB(PUNCT/punct, AUX/mark, NUM/nsubj:pass, ADV/advmod, AUX/aux:pass, ADV/advmod, *, NOUN/obl:agent, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, *, NOUN/obl:agent)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, *, NOUN/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, *, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, ADP/mark, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, ADP/mark, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, *, PROPN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, *, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, SYM/obj)",0,1,0,1,1
"VERB(PUNCT/punct, *, SYM/obl, SYM/obl)",0,1,0,1,1
"VERB(PUNCT/punct, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, *, VERB/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, ADP/mark, ADV/advmod, *, NOUN/obj, ADV/parataxis, VERB/parataxis, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, ADP/mark, PRON/expl:impers, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, PRON/obj, *, NOUN/obl, VERB/advcl, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, AUX/aux, *, PROPN/obj, VERB/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, SCONJ/mark, NOUN/nsubj, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *)",0,1,0,1,1
"VERB(PUNCT/punct, DET/mark, VERB/advcl, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obj, NUM/obl)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obj, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj, *, NOUN/obl)",1,0,1,0,1
"VERB(PUNCT/punct, ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, VERB/advcl, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/advmod, SYM/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/mark, ADV/advmod, *, NOUN/nsubj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, ADV/mark, NOUN/nsubj, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, ADJ/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, SYM/obj)",1,0,1,0,1
"ADJ(PUNCT/punct, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(PUNCT/punct, *, PUNCT/punct)",0,1,0,1,1
"ADJ(PUNCT/punct, *, VERB/acl)",0,1,0,1,1
"ADJ(PUNCT/punct, *, VERB/csubj)",1,0,1,0,1
"ADJ(PUNCT/punct, CCONJ/cc, AUX/cop, *, VERB/csubj, VERB/advcl)",0,1,0,1,1
"ADJ(PUNCT/punct, CCONJ/cop, *, VERB/csubj, PUNCT/punct)",1,0,1,0,1
"ADJ(PUNCT/punct, NOUN/nsubj, AUX/cop, *, VERB/acl, PUNCT/punct)",1,0,1,0,1
"ADJ(PUNCT/punct, PRON/nsubj, ADV/advmod, AUX/cop, *, PUNCT/punct)",0,1,0,1,1
"ADJ(SCONJ/mark, AUX/cop, *, VERB/csubj)",1,0,1,0,1
"ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, *, PROPN/obl, NOUN/obl)",0,1,0,1,1
"ADJ(CCONJ/cc, AUX/cop, *)",1,0,1,0,1
"ADJ(DET/advmod, *)",0,1,0,1,1
"ADJ(NOUN/nsubj, ADV/advmod, AUX/cop, *, ADV/advmod, VERB/conj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, ADV/advmod, *, INTJ/discourse)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, AUX/aux, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, NOUN/obl, ADV/advmod, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj:pass, AUX/aux:pass, *, ADV/advmod, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, NOUN/obl, NOUN/nsubj, *)",1,0,1,0,1
"VERB(PUNCT/punct, NOUN/obl, PRON/expl, *, NOUN/obl, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, NOUN/obl, PROPN/nsubj, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, ADV/advmod, ADV/advmod, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, ADV/advmod, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/ccomp)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, NOUN/obl, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, PUNCT/punct, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, ADP/mark, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj, PRON/expl, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj:pass, ADV/advmod, AUX/aux:pass, *, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/nsubj:pass, AUX/aux:pass, *, VERB/xcomp)",0,1,0,1,1
"VERB(PUNCT/punct, SCONJ/mark, NOUN/obl, *, NOUN/obl, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obl, VERB/ccomp)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/ccomp)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/conj, VERB/xcomp)",1,0,1,0,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/xcomp, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, *, VERB/xcomp, VERB/conj)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, ADV/advmod, *, NOUN/obj)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, ADV/advmod, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, ADV/advmod, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, AUX/aux, *, NOUN/obj, ADV/advmod)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, AUX/aux, *, NOUN/obj, NOUN/obl)",0,1,0,1,1
"VERB(PUNCT/punct, PRON/nsubj, AUX/aux, *, NOUN/obj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"VERB(SCONJ/mark, *, NOUN/obl)",1,0,1,0,1
"VERB(SCONJ/mark, *, NUM/obl, NOUN/obl)",1,0,1,0,1
"VERB(SCONJ/mark, *, VERB/csubj)",1,0,1,0,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/nsubj)",0,1,0,1,1
"VERB(SCONJ/mark, ADV/advmod, *, NOUN/obj)",1,0,1,0,1
