rule,human_count,machine_count,human_docs,machine_docs,total_count
"NOUN(DET/det, *, PROPN/nmod, PROPN/conj)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/nmod, NUM/nmod)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/nmod, NOUN/nmod, PROPN/appos)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/nmod, NOUN/nmod, NOUN/conj)",1,0,1,0,1
"NOUN(DET/det, *, PROPN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/nmod)",0,1,0,1,1
"NOUN(DET/det, *, PRON/nmod)",0,1,0,1,1
"NOUN(DET/det, *, NUM/nmod, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, *, PROPN/nmod, VERB/parataxis)",1,0,1,0,1
"NOUN(NOUN/nsubj, ADV/advmod, AUX/cop, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nmod, PRON/nsubj, AUX/cop, DET/det, *, ADJ/amod, PUNCT/punct)",1,0,1,0,1
"NOUN(NOUN/nmod, NOUN/nsubj, AUX/cop, DET/det, *, NOUN/nmod, PRON/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nmod, NOUN/nsubj, AUX/cop, DET/det, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nmod, NOUN/nsubj, AUX/cop, *, NOUN/nmod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/nmod, NOUN/nsubj, AUX/cop, *, ADJ/amod, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(NOUN/conj, NOUN/parataxis, *, NOUN/parataxis)",1,0,1,0,1
"NOUN(DET/nsubj, NOUN/nsubj, AUX/cop, DET/det, *, ADJ/amod, PUNCT/punct)",1,0,1,0,1
"NOUN(DET/det, PUNCT/punct, ADJ/amod, *, PUNCT/punct)",1,0,1,0,1
"NOUN(DET/det, NUM/nummod, *, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, ADJ/amod, *, NOUN/nmod, NOUN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(DET/det, DET/det, ADJ/amod, *, ADJ/nmod)",1,0,1,0,1
"NOUN(DET/det, DET/det, *, VERB/acl:relcl)",1,0,1,0,1
"NOUN(DET/det, DET/det, *, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, DET/det, *, PROPN/nmod)",0,1,0,1,1
"NOUN(DET/det, DET/det, *, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, DET/det, *, NOUN/conj, X/nmod)",1,0,1,0,1
"NOUN(DET/det, DET/det, *, NOUN/conj)",1,0,1,0,1
"NOUN(DET/det, CCONJ/cc, ADP/case, DET/det, *)",1,0,1,0,1
"NOUN(DET/det, ADJ/amod, NUM/nummod, *, PROPN/nmod)",1,0,1,0,1
"NOUN(DET/det, ADJ/amod, *, VERB/parataxis)",0,1,0,1,1
"NOUN(DET/det, ADJ/amod, *, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, NUM/nummod, *, PROPN/nmod)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, ADJ/amod, VERB/acl)",0,1,0,1,1
"NOUN(CCONJ/cc, SYM/nsubj, AUX/cop, ADP/case, *, NOUN/nmod)",1,0,1,0,1
"NOUN(CCONJ/cc, SYM/conj, NUM/nummod, *, VERB/acl:relcl)",0,1,0,1,1
"NOUN(CCONJ/cc, PUNCT/punct, *, NOUN/nmod, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(CCONJ/cc, NUM/nummod, *, NUM/nmod)",1,0,1,0,1
"NOUN(CCONJ/cc, NUM/nummod, *, NOUN/nmod)",1,0,1,0,1
"NOUN(CCONJ/cc, DET/det, DET/det, *, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"NOUN(CCONJ/cc, DET/det, *, VERB/acl)",0,1,0,1,1
"NOUN(CCONJ/cc, DET/det, *, NOUN/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(CCONJ/cc, DET/det, *, ADJ/amod, PROPN/nmod)",0,1,0,1,1
"NOUN(DET/det, *, NUM/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(CCONJ/cc, ADV/advmod, DET/det, *, NOUN/conj)",1,0,1,0,1
"NOUN(CCONJ/cc, ADV/advmod, ADP/case, DET/det, *, NOUN/conj, NOUN/nmod)",1,0,1,0,1
"NOUN(CCONJ/cc, ADV/advmod, *, NOUN/nmod)",0,1,0,1,1
"NOUN(CCONJ/cc, ADP/case, NUM/nummod, *, NOUN/appos)",0,1,0,1,1
"NOUN(CCONJ/cc, ADP/case, DET/det, *, NOUN/nmod)",1,0,1,0,1
"NOUN(CCONJ/cc, ADP/case, DET/det, *)",0,1,0,1,1
"NOUN(CCONJ/cc, ADP/case, ADJ/amod, *, PUNCT/punct)",1,0,1,0,1
"NOUN(CCONJ/cc, *, VERB/acl)",0,1,0,1,1
"NOUN(CCONJ/cc, *, PROPN/nmod)",0,1,0,1,1
"NOUN(CCONJ/cc, *, ADV/acl:relcl)",1,0,1,0,1
"NOUN(CCONJ/cc, AUX/cop, *, PROPN/nmod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(DET/det, *, NUM/appos, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, *, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(DET/det, *, NOUN/nmod, PROPN/nmod, NOUN/conj)",0,1,0,1,1
"NOUN(DET/det, *, NOUN/nmod, PROPN/nmod, NOUN/appos)",1,0,1,0,1
"NOUN(DET/det, *, NOUN/nmod, PROPN/nmod)",1,0,1,0,1
"NOUN(DET/det, *, NOUN/nmod, NUM/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(DET/det, *, NOUN/nmod, NUM/nmod)",1,0,1,0,1
"NOUN(DET/det, *, NOUN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, PROPN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, ADV/advmod)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, PROPN/nmod, NOUN/appos)",1,0,1,0,1
"NOUN(DET/det, *, ADJ/amod, PRON/nmod)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NUM/nmod)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod, VERB/acl, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, NOUN/conj)",1,0,1,0,1
"NOUN(DET/det, *, ADJ/amod, NOUN/appos)",0,1,0,1,1
"NOUN(DET/det, *, ADJ/amod, ADV/advmod, NOUN/conj)",1,0,1,0,1
"NOUN(DET/det, *, ADJ/amod, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"ADJ(SCONJ/mark, PROPN/nsubj, AUX/cop, *, VERB/conj)",1,0,1,0,1
"ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, PUNCT/punct, *, PUNCT/punct, VERB/conj)",0,1,0,1,1
"ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, ADV/advmod, *, VERB/advcl)",0,1,0,1,1
"ADJ(SCONJ/mark, NOUN/nsubj, AUX/cop, *, PUNCT/punct)",0,1,0,1,1
"ADJ(SCONJ/mark, AUX/cop, *, VERB/csubj)",1,0,1,0,1
"ADJ(PUNCT/punct, VERB/advcl, NOUN/nsubj, ADV/advmod, AUX/cop, *, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"ADJ(PUNCT/punct, PRON/nsubj, AUX/cop, ADV/advmod, ADV/advmod, *)",0,1,0,1,1
"ADJ(PUNCT/punct, PRON/nsubj, AUX/cop, ADV/advmod, *, ADJ/conj, PUNCT/punct, PUNCT/punct)",0,1,0,1,1
"ADJ(PUNCT/punct, NOUN/nsubj, AUX/cop, *, VERB/acl, PUNCT/punct)",1,0,1,0,1
"ADJ(PUNCT/punct, NOUN/nsubj, AUX/cop, *)",0,1,0,1,1
"NOUN(ADP/case, ADJ/amod, *, VERB/acl:relcl)",0,1,0,1,1
"ADJ(PUNCT/punct, CCONJ/cc, NOUN/nsubj:outer, AUX/cop, SCONJ/mark, NOUN/nsubj, AUX/cop, *, VERB/conj)",0,1,0,1,1
"ADJ(PUNCT/punct, ADV/advmod, NOUN/nsubj, AUX/cop, *, ADJ/conj)",0,1,0,1,1
"ADJ(PUNCT/punct, ADP/case, *, PUNCT/punct)",0,1,0,1,1
"ADJ(PUNCT/punct, *, VERB/csubj)",1,0,1,0,1
"ADJ(PUNCT/punct, *, VERB/acl)",0,1,0,1,1
"ADJ(PUNCT/punct, *, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(PROPN/root, NOUN/obl, AUX/cop, *, VERB/csubj, PUNCT/punct)",1,0,1,0,1
"ADJ(PROPN/nsubj, AUX/cop, *, VERB/acl, PUNCT/punct)",0,1,0,1,1
"ADJ(PROPN/nsubj, ADV/advmod, AUX/cop, *, PUNCT/punct)",1,0,1,0,1
"ADJ(PRON/nsubj, AUX/cop, ADV/advmod, *, VERB/advcl, PUNCT/punct)",1,0,1,0,1
"ADJ(PUNCT/punct, CCONJ/cop, *, VERB/csubj, PUNCT/punct)",1,0,1,0,1
"AUX(*, ADJ/xcomp)",0,1,0,1,1
"ADV(PUNCT/punct, PUNCT/parataxis, NOUN/nsubj, AUX/cop, *)",1,0,1,0,1
"ADV(PUNCT/punct, ADV/advmod, *, NOUN/obl)",0,1,0,1,1
"ADV(PUNCT/punct, ADP/case, *, PUNCT/punct)",1,0,1,0,1
"ADV(PUNCT/punct, *, VERB/acl)",0,1,0,1,1
"ADV(PUNCT/punct, *, NOUN/obl)",0,1,0,1,1
"ADV(PRON/nsubj, *, NOUN/obj)",1,0,1,0,1
"ADV(NOUN/obl, *)",0,1,0,1,1
"ADV(ADP/case, *, PROPN/obl)",0,1,0,1,1
"ADV(ADP/case, *, NUM/appos)",1,0,1,0,1
"ADJ(VERB/advcl, NOUN/nsubj, AUX/cop, *, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"ADV(*, VERB/conj)",1,0,1,0,1
"ADV(*, SCONJ/fixed, AUX/cop)",0,1,0,1,1
"ADV(*, PRON/obl)",1,0,1,0,1
"ADV(*, PRON/fixed, PUNCT/punct)",0,1,0,1,1
"ADV(*, NUM/appos)",1,0,1,0,1
"ADV(*, AUX/cop, NOUN/nsubj)",0,1,0,1,1
"ADV(*, ADP/fixed, PRON/fixed, PRON/fixed)",0,1,0,1,1
"ADV(*, ADP/fixed, ADP/fixed)",0,1,0,1,1
"ADP(PUNCT/punct, *, DET/fixed, NOUN/fixed, PUNCT/punct)",0,1,0,1,1
"ADP(*, NOUN/fixed)",1,0,1,0,1
"ADJ(VERB/csubj, VERB/parataxis, NOUN/obl, AUX/cop, *, VERB/csubj, VERB/advcl, VERB/csubj)",1,0,1,0,1
"ADV(ADJ/advcl, AUX/cop, *, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(ADP/mark, AUX/cop, DET/advmod, PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
"ADJ(ADP/case, PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
"ADJ(ADP/case, PUNCT/punct, *, ADJ/conj, PUNCT/punct)",1,0,1,0,1
"ADJ(ADP/case, DET/det, *)",0,1,0,1,1
"X(DET/det, *)",1,0,1,0,1
"X(CCONJ/cc, ADP/case, DET/det, *)",1,0,1,0,1
"X(CCONJ/cc, *, X/flat:foreign, VERB/acl)",0,1,0,1,1
"X(ADP/det, *)",1,0,1,0,1
"X(ADP/case, *, X/flat:foreign)",0,1,0,1,1
"X(ADP/case, *, X/amod)",0,1,0,1,1
"ADJ(PRON/nsubj, AUX/cop, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"X(*, X/flat:foreign, X/flat:foreign)",0,1,0,1,1
"VERB(X/nsubj:pass, CCONJ/cc, *, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/nsubj, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/ccomp:speech, NOUN/nsubj, *, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/ccomp:speech, AUX/aux, *, NOUN/nsubj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/advcl, NOUN/nsubj:pass, AUX/aux:pass, *, NOUN/obl:agent, PUNCT/punct)",0,1,0,1,1
*(INTJ),1,0,1,0,1
"X(PUNCT/punct, *, PUNCT/punct)",1,0,1,0,1
"VERB(VERB/ccomp:speech, *, NUM/nsubj, PUNCT/punct)",0,1,0,1,1
"VERB(VERB/ccomp:speech, *, PROPN/nsubj, NOUN/obl, PUNCT/punct)",0,1,0,1,1
"X(*, X/nmod, X/nmod)",1,0,1,0,1
"ADJ(PRON/nsubj, AUX/cop, *, NOUN/obl)",1,0,1,0,1
"ADJ(NOUN/obl, NOUN/nsubj, AUX/cop, *, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/obl, NOUN/nsubj, AUX/cop, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/obl, NOUN/nsubj, ADV/advmod, AUX/cop, *, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/obl, NOUN/nsubj, ADV/advmod, AUX/cop, *, NOUN/obl, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/nsubj:pass, AUX/aux:pass, *, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/nsubj, PROPN/advmod, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/cop, ADV/advmod, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/cop, *, VERB/parataxis, PUNCT/punct)",0,1,0,1,1
"ADJ(NOUN/nsubj, AUX/cop, *, VERB/conj, PUNCT/punct)",1,0,1,0,1
"ADJ(ADV/advmod, *, NOUN/obl)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/cop, *, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(NOUN/nsubj, AUX/aux, AUX/cop, ADV/advmod, *, PRON/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(CCONJ/cc, SCONJ/mark, AUX/cop, *, VERB/csubj)",0,1,0,1,1
"ADJ(CCONJ/cc, AUX/cop, *)",1,0,1,0,1
"ADJ(CCONJ/cc, *, NOUN/obl)",0,1,0,1,1
"ADJ(AUX/cop, ADV/advmod, *, PROPN/obl, PUNCT/punct)",1,0,1,0,1
"ADJ(AUX/cop, *, PROPN/obl)",0,1,0,1,1
"ADJ(AUX/cop, *, NOUN/obl)",0,1,0,1,1
"ADJ(AUX/cop, *)",0,1,0,1,1
"ADJ(ADV/advmod, *, VERB/advcl)",0,1,0,1,1
"ADJ(ADV/advmod, *, PRON/obl)",0,1,0,1,1
"ADJ(NOUN/nsubj, AUX/cop, *, VERB/advcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/conj, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/conj, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, DET/det)",1,0,1,0,1
"NOUN(ADP/case, *, ADJ/amod, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, VERB/acl, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, SYM/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, VERB/acl:relcl)",0,1,0,1,1
"CCONJ(*, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, ADV/advmod, VERB/acl:relcl, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, ADJ/nmod)",0,1,0,1,1
"NOUN(ADJ/amod, *, VERB/acl)",1,0,1,0,1
"NOUN(ADJ/amod, *, PUNCT/punct)",0,1,0,1,1
"NOUN(*, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(*, VERB/acl:relcl, NOUN/root)",1,0,1,0,1
"NOUN(*, VERB/acl, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, *, ADJ/amod, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, ADJ/amod, *, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, ADJ/amod, *, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, ADJ/amod, *, NOUN/conj, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, X/nmod, ADJ/amod)",0,1,0,1,1
"NOUN(ADP/case, *, X/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, X/conj)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/amod, PROPN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/acl, VERB/acl:relcl, PUNCT/punct)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/acl, VERB/acl)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, ADJ/amod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(ADP/case, *, SYM/nmod, PROPN/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, PROPN/nmod, PUNCT/punct)",1,0,1,0,1
"NOUN(ADP/case, *, PROPN/nmod, PROPN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, PROPN/amod, NOUN/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, PRON/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, NOUN/nmod, X/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, NOUN/nmod, PROPN/nmod, NUM/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, PROPN/appos, NOUN/conj, NOUN/conj, NOUN/appos)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, NUM/nmod)",0,1,0,1,1
"NOUN(ADP/case, *, NOUN/nmod, NOUN/nmod)",1,0,1,0,1
"NOUN(ADP/case, *, NOUN/nmod, NOUN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(ADP/case, *, VERB/acl, NOUN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, VERB/acl, PUNCT/punct)",1,0,1,0,1
"NOUN(*, ADJ/amod, PROPN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(*, ADJ/amod, PROPN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, PRON/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/nmod, PROPN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/nmod, NOUN/nmod, PUNCT/punct)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/nmod, NOUN/nmod)",0,1,0,1,1
"NOUN(*, ADJ/amod, NOUN/nmod, NOUN/appos)",1,0,1,0,1
"NOUN(*, ADJ/amod, NOUN/conj, NOUN/conj, NOUN/conj, NOUN/conj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(*, VERB/acl, VERB/acl, PUNCT/punct)",0,1,0,1,1
"NOUN(*, ADJ/amod, ADV/advmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(*, ADJ/amod, ADJ/amod, PUNCT/punct)",0,1,0,1,1
"NOUN(*, ADJ/amod, ADJ/amod, NOUN/nmod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(*, ADJ/amod, ADJ/amod)",0,1,0,1,1
"INTJ(*, NOUN/obj, PUNCT/punct)",1,0,1,0,1
INTJ(*),1,0,1,0,1
"DET(*, NOUN/fixed)",1,0,1,0,1
"CCONJ(PUNCT/punct, *, PUNCT/punct)",0,1,0,1,1
"CCONJ(PUNCT/punct, *, AUX/fixed, PUNCT/punct)",0,1,0,1,1
"CCONJ(ADP/case, *)",1,0,1,0,1
"NOUN(*, ADJ/amod, NOUN/conj, NOUN/conj)",0,1,0,1,1
"NOUN(*, SYM/nmod, NOUN/nmod, NOUN/appos)",0,1,0,1,1
"NOUN(*, PUNCT/punct, NOUN/appos, VERB/root)",1,0,1,0,1
"NOUN(*, PROPN/nmod, NOUN/appos, VERB/acl:relcl)",0,1,0,1,1
"NOUN(*, PROPN/flat:name, NOUN/flat:name, NOUN/conj)",1,0,1,0,1
"NOUN(*, PROPN/flat:name)",0,1,0,1,1
"NOUN(*, PROPN/conj, NOUN/conj, PUNCT/punct)",1,0,1,0,1
"NOUN(*, PRON/nmod, VERB/parataxis, PUNCT/punct)",1,0,1,0,1
"NOUN(*, NUM/appos, PUNCT/punct)",0,1,0,1,1
"NOUN(*, NOUN/root, PUNCT/punct)",1,0,1,0,1
"NOUN(*, NOUN/parataxis)",1,0,1,0,1
"NOUN(*, ADV/advmod)",0,1,0,1,1
"NOUN(*, NOUN/obj, PUNCT/punct)",1,0,1,0,1
"NOUN(*, NOUN/nmod, VERB/acl)",0,1,0,1,1
"NOUN(*, NOUN/nmod, PROPN/nmod)",1,0,1,0,1
"NOUN(*, NOUN/nmod, NOUN/conj, NOUN/conj, VERB/conj, PUNCT/punct)",0,1,0,1,1
"NOUN(*, NOUN/nmod, NOUN/appos)",1,0,1,0,1
"NOUN(*, NOUN/nmod, ADJ/amod)",1,0,1,0,1
"NOUN(*, NOUN/conj, NOUN/conj, NOUN/conj)",1,0,1,0,1
"NOUN(*, NOUN/conj, ADJ/acl:relcl)",1,0,1,0,1
"NOUN(*, NOUN/amod, ADJ/amod, VERB/acl:relcl)",0,1,0,1,1
"NOUN(*, NOUN/acl:relcl)",0,1,0,1,1
"NOUN(*, ADV/conj)",0,1,0,1,1
"NOUN(*, NOUN/obl)",1,0,1,0,1
"ADJ(ADP/case, *, PROPN/obl)",0,1,0,1,1
"SYM(ADP/case, ADJ/amod, *, NUM/nummod, NOUN/appos)",0,1,0,1,1
"SYM(ADP/case, *, NUM/nummod, NUM/nmod)",0,1,0,1,1
"SYM(ADP/case, *, NUM/nummod, ADJ/amod)",0,1,0,1,1
"SYM(*, NUM/nummod, NOUN/nmod)",0,1,0,1,1
"SCONJ(*, SCONJ/fixed)",1,0,1,0,1
"PUNCT(SYM/nmod, NUM/nummod, *)",0,1,0,1,1
"PUNCT(PUNCT/punct, *, PUNCT/punct, PUNCT/punct)",1,0,1,0,1
"PUNCT(PUNCT/punct, *)",1,0,1,0,1
"PUNCT(*, PUNCT/punct)",1,0,1,0,1
"NOUN(NOUN/nsubj, ADV/advmod, AUX/cop, *, NOUN/parataxis, PUNCT/punct)",0,1,0,1,1
"PROPN(PUNCT/punct, DET/det, *, PROPN/flat:name, PROPN/flat:name)",0,1,0,1,1
"PROPN(PUNCT/punct, ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name, PUNCT/punct)",0,1,0,1,1
"PROPN(PUNCT/punct, ADP/case, *, PROPN/flat:name, PUNCT/punct)",1,0,1,0,1
"PROPN(PUNCT/punct, ADP/case, *, PROPN/flat:name)",0,1,0,1,1
"PROPN(PUNCT/punct, ADP/case, *)",0,1,0,1,1
"PROPN(PUNCT/punct, *, PUNCT/punct, PROPN/conj)",0,1,0,1,1
"PROPN(PUNCT/punct, *, PROPN/nmod)",1,0,1,0,1
"PROPN(PUNCT/punct, *, PROPN/flat:name, PROPN/parataxis)",1,0,1,0,1
"PROPN(PUNCT/punct, *, PROPN/flat:name, PROPN/flat:name, PUNCT/punct)",0,1,0,1,1
"PROPN(PUNCT/punct, *, NOUN/flat:name, VERB/nmod, PUNCT/punct)",1,0,1,0,1
"PROPN(PUNCT/punct, NOUN/fixed, ADP/case, DET/det, *, PUNCT/punct)",0,1,0,1,1
"VERB(*, NOUN/obj, NOUN/obl, NOUN/obl, VERB/advcl)",0,1,0,1,1
"VERB(*, NOUN/obj, NOUN/conj)",0,1,0,1,1
"VERB(*, NOUN/obj, ADV/advmod, VERB/advcl)",0,1,0,1,1
"VERB(*, NOUN/obj, ADV/advcl, PUNCT/punct)",0,1,0,1,1
"VERB(*, NOUN/obj, ADJ/xcomp)",0,1,0,1,1
"VERB(*, ADV/advmod, VERB/ccomp, PUNCT/punct)",0,1,0,1,1
"VERB(*, ADV/advmod, VERB/advcl)",0,1,0,1,1
"VERB(*, ADV/advmod, PUNCT/punct)",0,1,0,1,1
"VERB(*, ADV/advmod, PROPN/obl, PUNCT/punct)",0,1,0,1,1
"VERB(*, ADV/advmod, NOUN/obl, VERB/conj)",0,1,0,1,1
"SYM(ADP/case, DET/det, *)",1,0,1,0,1
"VERB(*, ADV/advmod, NOUN/obj)",1,0,1,0,1
"VERB(*, ADJ/xcomp, NOUN/obl)",0,1,0,1,1
"VERB(*, ADJ/xcomp, NOUN/obj, ADV/advcl)",0,1,0,1,1
"VERB(*, ADJ/ccomp, PUNCT/punct)",1,0,1,0,1
"SYM(PUNCT/punct, NUM/nummod, *, ADJ/amod, NOUN/nmod, PUNCT/punct)",1,0,1,0,1
"SYM(PUNCT/punct, *, NUM/nummod, PUNCT/punct)",1,0,1,0,1
"SYM(NUM/nummod, *, PRON/nmod)",0,1,0,1,1
"SYM(NOUN/nsubj, AUX/cop, ADP/case, *, NUM/nummod, NOUN/appos, VERB/conj, PUNCT/punct)",0,1,0,1,1
"SYM(DET/det, *, NUM/nummod, NOUN/nmod)",0,1,0,1,1
"SYM(CCONJ/cc, ADP/case, NUM/nummod, *, NOUN/nsubj)",1,0,1,0,1
"SYM(AUX/cop, ADP/case, *, NUM/nummod)",0,1,0,1,1
"VERB(*, ADV/advmod, NOUN/obj, NOUN/obl, PUNCT/punct)",1,0,1,0,1
"PROPN(ADV/advmod, ADP/case, DET/det, *, VERB/acl:relcl)",0,1,0,1,1
"PROPN(ADV/advmod, ADP/case, DET/det, *, PROPN/flat:name, PUNCT/punct)",1,0,1,0,1
"PROPN(ADP/case, SYM/nmod, NUM/nummod, *)",0,1,0,1,1
"PROPN(ADP/case, DET/det, DET/det, DET/det, *)",0,1,0,1,1
"PROPN(ADP/case, DET/det, DET/det, *, PROPN/flat:name)",1,0,1,0,1
"PROPN(ADP/case, DET/det, DET/det, *, ADJ/amod)",0,1,0,1,1
"PROPN(ADP/case, DET/det, ADJ/amod, *, PROPN/nmod)",0,1,0,1,1
